StudyYear	Code	Births	BirthSchool	Rate	trt	year	interaction	Pop
2014.0	430080	144	114.0	10.84991	0.0	0.0	0.0	13272
2016.0	430080	137	118.0	10.313935	0.0	1.0	0.0	13296
2014.0	430085	26	20.0	6.8983817	0.0	0.0	0.0	3769
2016.0	430085	42	31.0	11.170213	0.0	1.0	0.0	3755
2014.0	430087	108	56.0	20.58319	0.0	0.0	0.0	5247
2016.0	430087	95	74.0	17.917767	0.0	1.0	0.0	5349
2014.0	430090	54	43.0	8.110543	0.0	0.0	0.0	6658
2016.0	430090	46	44.0	6.9266677	0.0	1.0	0.0	6621
2014.0	430100	273	211.0	13.704131	0.0	0.0	0.0	19921
2016.0	430100	257	229.0	12.820513	0.0	1.0	0.0	20162
2014.0	430105	103	78.0	11.91578	0.0	0.0	0.0	8644
2016.0	430105	113	101.0	12.85698	0.0	1.0	0.0	8921
2014.0	430107	16	5.0	5.572971	0.0	0.0	0.0	2871
2016.0	430107	19	10.0	6.5880723	0.0	1.0	0.0	2895
2014.0	430110	177	124.0	12.493824	0.0	0.0	0.0	14167
2016.0	430110	175	129.0	12.326548	0.0	1.0	0.0	14227
2014.0	430120	139	86.0	10.469233	0.0	0.0	0.0	13277
2016.0	430120	138	110.0	10.364251	0.0	1.0	0.0	13353
2014.0	430130	201	113.0	10.600147	0.0	0.0	0.0	18962
2016.0	430130	219	150.0	11.556728	0.0	1.0	0.0	18935
2014.0	430140	110	53.0	10.392064	0.0	0.0	0.0	10585
2016.0	430140	117	91.0	11.042945	0.0	1.0	0.0	10605
2014.0	430150	62	44.0	8.639911	0.0	0.0	0.0	7176
2016.0	430150	71	57.0	9.935628	0.0	1.0	0.0	7117
2014.0	430155	34	25.0	9.090909	0.0	0.0	0.0	3740
2016.0	430155	25	22.0	6.7042103	0.0	1.0	0.0	3725
2014.0	430160	1591	1295.0	13.094758	0.0	0.0	0.0	121499
2016.0	430160	1619	1329.0	13.298506	0.0	1.0	0.0	121986
2014.0	430163	138	93.0	11.3964815	0.0	0.0	0.0	12109
2016.0	430163	143	108.0	11.622236	0.0	1.0	0.0	12493
2014.0	430165	64	52.0	10.608321	0.0	0.0	0.0	6033
2016.0	430165	52	47.0	8.580858	0.0	1.0	0.0	6086
2014.0	430170	67	49.0	9.925926	0.0	0.0	0.0	6750
2016.0	430170	104	76.0	15.391446	0.0	1.0	0.0	6759
2014.0	430175	68	39.0	9.237875	0.0	0.0	0.0	7361
2016.0	430175	61	40.0	8.259987	0.0	1.0	0.0	7415
2014.0	430180	42	25.0	7.6447034	0.0	0.0	0.0	5494
2016.0	430180	39	30.0	7.1115975	0.0	1.0	0.0	5479
2014.0	430185	37	30.0	11.44802	0.0	0.0	0.0	3232
2016.0	430185	44	38.0	13.609651	0.0	1.0	0.0	3245
2014.0	430187	38	26.0	9.060563	0.0	0.0	0.0	4194
2016.0	430187	48	38.0	11.425851	0.0	1.0	0.0	4212
2014.0	430190	121	83.0	9.161115	0.0	0.0	0.0	13208
2016.0	430190	160	101.0	12.062726	0.0	1.0	0.0	13316
2014.0	430192	10	9.0	5.073567	0.0	0.0	0.0	1971
2016.0	430192	6	5.0	3.0706244	0.0	1.0	0.0	1933
2014.0	430195	36	32.0	14.475271	0.0	0.0	0.0	2487
2016.0	430195	34	27.0	13.61634	0.0	1.0	0.0	2507
2014.0	430200	109	55.0	9.493119	0.0	0.0	0.0	11482
2016.0	430200	99	60.0	8.62144	0.0	1.0	0.0	11484
2014.0	430205	37	17.0	16.220955	0.0	0.0	0.0	2281
2016.0	430205	40	31.0	17.628912	0.0	1.0	0.0	2245
2014.0	430210	1614	1342.0	14.369786	0.0	0.0	0.0	112319
2016.0	430210	1483	1305.0	13.090646	0.0	1.0	0.0	114203
2014.0	430215	24	16.0	11.07011	0.0	0.0	0.0	2168
2016.0	430215	24	18.0	11.054813	0.0	1.0	0.0	2168
2014.0	430220	70	64.0	10.277493	0.0	0.0	0.0	6811
2016.0	430220	65	59.0	9.541985	0.0	1.0	0.0	6822
2014.0	430222	23	20.0	9.119746	0.0	0.0	0.0	2522
2016.0	430222	21	15.0	8.320127	0.0	1.0	0.0	2524
2014.0	430223	26	18.0	10.21611	0.0	0.0	0.0	2545
2016.0	430223	16	13.0	6.2524424	0.0	1.0	0.0	2569
2014.0	430225	26	22.0	9.090909	0.0	0.0	0.0	2860
2016.0	430225	21	17.0	7.3375263	0.0	1.0	0.0	2859
2014.0	430230	133	72.0	11.261642	0.0	0.0	0.0	11810
2016.0	430230	160	105.0	13.559322	0.0	1.0	0.0	11784
2014.0	430235	164	137.0	12.820513	0.0	0.0	0.0	12792
2016.0	430235	166	137.0	12.836375	0.0	1.0	0.0	13064
2014.0	430237	34	31.0	14.899211	0.0	0.0	0.0	2282
2016.0	430237	23	20.0	10.176991	0.0	1.0	0.0	2238
2014.0	430240	137	108.0	11.364579	0.0	0.0	0.0	12055
2016.0	430240	147	115.0	12.13973	0.0	1.0	0.0	12158
2014.0	430245	84	36.0	10.615443	0.0	0.0	0.0	7913
2016.0	430245	76	36.0	9.604448	0.0	1.0	0.0	7913
2014.0	430250	50	40.0	7.233796	0.0	0.0	0.0	6912
2016.0	430250	61	49.0	8.880478	0.0	1.0	0.0	6836
2014.0	430258	17	11.0	7.5690117	0.0	0.0	0.0	2246
2016.0	430258	27	20.0	12.075134	0.0	1.0	0.0	2233
2014.0	430260	34	22.0	9.16442	0.0	0.0	0.0	3710
2016.0	430260	34	25.0	9.21659	0.0	1.0	0.0	3667
2014.0	430265	45	35.0	9.131494	0.0	0.0	0.0	4928
2016.0	430265	41	31.0	8.27447	0.0	1.0	0.0	4975
2014.0	430270	313	205.0	14.789265	0.0	0.0	0.0	21164
2016.0	430270	269	193.0	12.693469	0.0	1.0	0.0	21220
2014.0	430280	398	258.0	11.481321	0.0	0.0	0.0	34665
2016.0	430280	382	307.0	11.023258	0.0	1.0	0.0	34644
2014.0	430290	104	70.0	7.5575905	0.0	0.0	0.0	13761
2016.0	430290	117	96.0	8.547633	0.0	1.0	0.0	13616
2014.0	430300	975	801.0	11.359797	0.0	0.0	0.0	85829
2016.0	430300	989	819.0	11.538775	0.0	1.0	0.0	85600
2014.0	430310	2106	1776.0	16.815176	0.0	0.0	0.0	125244
2016.0	430310	1933	1693.0	15.344802	0.0	1.0	0.0	126666
2014.0	430320	67	36.0	13.225425	0.0	0.0	0.0	5066
2016.0	430320	46	31.0	9.053336	0.0	1.0	0.0	5090
2014.0	430330	56	38.0	11.060636	0.0	0.0	0.0	5063
2016.0	430330	46	37.0	9.089113	0.0	1.0	0.0	5050
2014.0	430340	29	19.0	5.6574326	0.0	0.0	0.0	5126
2016.0	430340	24	15.0	4.6975923	0.0	1.0	0.0	5083
2014.0	430350	862	636.0	13.134438	0.0	0.0	0.0	65629
2016.0	430350	821	600.0	12.471139	0.0	1.0	0.0	66031
2014.0	430355	23	11.0	8.4964905	0.0	0.0	0.0	2707
2016.0	430355	26	24.0	9.558824	0.0	1.0	0.0	2726
2014.0	430360	66	40.0	9.844869	0.0	0.0	0.0	6704
2016.0	430360	64	48.0	9.556518	0.0	1.0	0.0	6687
2014.0	430367	24	17.0	7.094295	0.0	0.0	0.0	3383
2016.0	430367	22	16.0	6.485849	0.0	1.0	0.0	3400
2014.0	430370	47	44.0	7.6897907	0.0	0.0	0.0	6112
2016.0	430370	58	53.0	9.56149	0.0	1.0	0.0	6031
2014.0	430380	43	35.0	7.6079264	0.0	0.0	0.0	5652
2016.0	430380	54	46.0	9.560906	0.0	1.0	0.0	5645
2014.0	430390	845	691.0	13.250953	0.0	0.0	0.0	63769
2016.0	430390	851	749.0	13.262269	0.0	1.0	0.0	64553
2014.0	430400	88	59.0	16.497938	0.0	0.0	0.0	5334
2016.0	430400	78	66.0	14.781126	0.0	1.0	0.0	5217
2014.0	430410	32	26.0	9.0217085	0.0	0.0	0.0	3547
2016.0	430410	39	35.0	11.026294	0.0	1.0	0.0	3524
2014.0	430420	318	142.0	10.125776	0.0	0.0	0.0	31405
2016.0	430420	366	173.0	11.628277	0.0	1.0	0.0	31541
2014.0	430430	59	51.0	8.894919	0.0	0.0	0.0	6633
2016.0	430430	47	38.0	7.1158214	0.0	1.0	0.0	6587
2014.0	430435	133	95.0	14.356649	0.0	0.0	0.0	9264
2016.0	430435	130	101.0	13.955985	0.0	1.0	0.0	9362
2014.0	430440	676	535.0	16.073807	0.0	0.0	0.0	42056
2016.0	430440	622	516.0	14.666352	0.0	1.0	0.0	42746
2014.0	430450	574	394.0	10.31669	0.0	0.0	0.0	55638
2016.0	430450	522	384.0	9.354336	0.0	1.0	0.0	55956
2014.0	430460	5328	4070.0	15.671464	0.0	0.0	0.0	339981
2016.0	430460	5205	4110.0	15.248636	0.0	1.0	0.0	342634
2014.0	430461	12	11.0	6.553796	0.0	0.0	0.0	1831
2016.0	430461	4		2.1857924	0.0	1.0	0.0	1823
2014.0	430462	23	10.0	12.950451	0.0	0.0	0.0	1776
2016.0	430462	21	13.0	11.88455	0.0	1.0	0.0	1764
2014.0	430463	795	679.0	17.107075	0.0	0.0	0.0	46472
2016.0	430463	923	695.0	19.576653	0.0	1.0	0.0	47792
2014.0	430465	25	15.0	7.4493446	0.0	0.0	0.0	3356
2016.0	430465	42	35.0	12.4040165	0.0	1.0	0.0	3419
2014.0	430466	380	181.0	15.007306	0.0	0.0	0.0	25321
2016.0	430466	341	156.0	13.433659	0.0	1.0	0.0	25441
2014.0	430467	48	33.0	11.360947	0.0	0.0	0.0	4225
2016.0	430467	47	37.0	10.994152	0.0	1.0	0.0	4320
2014.0	430468	130	81.0	11.607142	0.0	0.0	0.0	11200
2016.0	430468	121	77.0	10.717449	0.0	1.0	0.0	11375
2014.0	430469	32	22.0	11.644833	0.0	0.0	0.0	2748
2016.0	430469	49	45.0	17.811705	0.0	1.0	0.0	2763
2014.0	430470	871	633.0	14.077223	0.0	0.0	0.0	61873
2016.0	430470	829	737.0	13.362993	0.0	1.0	0.0	62193
2014.0	430471	72	50.0	9.224855	0.0	0.0	0.0	7805
2016.0	430471	44	34.0	5.5944057	0.0	1.0	0.0	7918
2014.0	430480	319	276.0	11.692691	0.0	0.0	0.0	27282
2016.0	430480	342	322.0	12.407038	0.0	1.0	0.0	27835
2014.0	430485	8		5.044136	0.0	0.0	0.0	1586
2016.0	430485	10	9.0	6.35324	0.0	1.0	0.0	1560
2014.0	430490	93	79.0	10.317285	0.0	0.0	0.0	9014
2016.0	430490	92	82.0	10.176991	0.0	1.0	0.0	9059
2014.0	430495	36	24.0	11.4104595	0.0	0.0	0.0	3155
2016.0	430495	15	8.0	4.740834	0.0	1.0	0.0	3174
2014.0	430500	91	66.0	9.638809	0.0	0.0	0.0	9441
2016.0	430500	86	69.0	9.147963	0.0	1.0	0.0	9367
2014.0	430510	6421	4655.0	13.655223	0.0	0.0	0.0	470223
2016.0	430510	6076	5663.0	12.795566	0.0	1.0	0.0	479236
2014.0	430511	33	28.0	10.898283	0.0	0.0	0.0	3028
2016.0	430511	15	13.0	4.9554014	0.0	1.0	0.0	3021
2014.0	430512	61	34.0	9.381729	0.0	0.0	0.0	6502
2016.0	430512	39	24.0	6.0157332	0.0	1.0	0.0	6461
2014.0	430513	39	25.0	8.379889	0.0	0.0	0.0	4654
2016.0	430513	23	16.0	4.930332	0.0	1.0	0.0	4681
2014.0	430515	30	22.0	12.214984	0.0	0.0	0.0	2456
2016.0	430515	23	17.0	9.3839245	0.0	1.0	0.0	2443
2014.0	430517	119	73.0	10.682226	0.0	0.0	0.0	11140
2016.0	430517	128	75.0	11.360611	0.0	1.0	0.0	11377
2014.0	430520	150	102.0	10.770446	0.0	0.0	0.0	13927
2016.0	430520	141	117.0	10.091612	0.0	1.0	0.0	14024
2014.0	430530	69	57.0	7.170321	0.0	0.0	0.0	9623
2016.0	430530	77	67.0	8.010819	0.0	1.0	0.0	9605
2014.0	430535	432	352.0	11.384899	0.0	0.0	0.0	37945
2016.0	430535	379	308.0	9.899956	0.0	1.0	0.0	38599
2014.0	430537	33	12.0	9.377665	0.0	0.0	0.0	3519
2016.0	430537	15	6.0	4.280822	0.0	1.0	0.0	3493
2014.0	430540	46	36.0	11.271748	0.0	0.0	0.0	4081
2016.0	430540	48	47.0	11.811024	0.0	1.0	0.0	4043
2014.0	430543	58	38.0	9.177216	0.0	0.0	0.0	6320
2016.0	430543	38	34.0	5.968274	0.0	1.0	0.0	6413
2014.0	430544	67	32.0	12.798471	0.0	0.0	0.0	5235
2016.0	430544	50	27.0	9.494873	0.0	1.0	0.0	5292
2014.0	430545	174	111.0	12.35971	0.0	0.0	0.0	14078
2016.0	430545	176	130.0	12.307693	0.0	1.0	0.0	14511
2014.0	430550	47	30.0	9.373754	0.0	0.0	0.0	5014
2016.0	430550	39	31.0	7.8	0.0	1.0	0.0	4993
2014.0	430558	22	21.0	8.814102	0.0	0.0	0.0	2496
2016.0	430558	26	24.0	10.4	0.0	1.0	0.0	2499
2014.0	430560	24	20.0	6.7758327	0.0	0.0	0.0	3542
2016.0	430560	24	20.0	6.808511	0.0	1.0	0.0	3499
2014.0	430570	37	34.0	5.438777	0.0	0.0	0.0	6803
2016.0	430570	83	71.0	12.1683035	0.0	1.0	0.0	6826
2014.0	430580	115	81.0	11.401943	0.0	0.0	0.0	10086
2016.0	430580	113	78.0	11.19366	0.0	1.0	0.0	10101
2014.0	430583	9	8.0	5.732484	0.0	0.0	0.0	1570
2016.0	430583	7	3.0	4.4785666	0.0	1.0	0.0	1560
2014.0	430585	15	12.0	6.031363	0.0	0.0	0.0	2487
2016.0	430585	21	18.0	8.474576	0.0	1.0	0.0	2467
2014.0	430587	26	22.0	10.208088	0.0	0.0	0.0	2547
2016.0	430587	27	24.0	10.592389	0.0	1.0	0.0	2556
2014.0	430590	94	58.0	11.969948	0.0	0.0	0.0	7853
2016.0	430590	90	66.0	11.498658	0.0	1.0	0.0	7801
2014.0	430593	8	7.0	4.584527	0.0	0.0	0.0	1745
2016.0	430593	5	5.0	2.87687	0.0	1.0	0.0	1734
2014.0	430595	17	16.0	4.2362323	0.0	0.0	0.0	4013
2016.0	430595	28	26.0	6.9825435	0.0	1.0	0.0	4004
2014.0	430597	32	19.0	11.080333	0.0	0.0	0.0	2888
2016.0	430597	46	38.0	15.933495	0.0	1.0	0.0	2880
2014.0	430600	156	116.0	10.896898	0.0	0.0	0.0	14316
2016.0	430600	145	129.0	10.159041	0.0	1.0	0.0	14233
2014.0	430605	95	50.0	12.334458	0.0	0.0	0.0	7702
2016.0	430605	91	49.0	11.74042	0.0	1.0	0.0	7792
2014.0	430607	28	21.0	9.608786	0.0	0.0	0.0	2914
2016.0	430607	24	19.0	8.230453	0.0	1.0	0.0	2918
2014.0	430610	907	683.0	14.18362	0.0	0.0	0.0	63947
2016.0	430610	851	700.0	13.343159	0.0	1.0	0.0	63615
2014.0	430613	16	15.0	7.579346	0.0	0.0	0.0	2111
2016.0	430613	13	7.0	6.21118	0.0	1.0	0.0	2077
2014.0	430620	103	82.0	8.49835	0.0	0.0	0.0	12120
2016.0	430620	143	113.0	11.751171	0.0	1.0	0.0	12215
2014.0	430630	37	24.0	7.6525335	0.0	0.0	0.0	4835
2016.0	430630	50	47.0	10.326311	0.0	1.0	0.0	4842
2014.0	430632	19	16.0	5.978603	0.0	0.0	0.0	3178
2016.0	430632	26	22.0	8.264462	0.0	1.0	0.0	3125
2014.0	430635	22	18.0	7.7958894	0.0	0.0	0.0	2822
2016.0	430635	23	18.0	8.223096	0.0	1.0	0.0	2769
2014.0	430637	34	21.0	10.828026	0.0	0.0	0.0	3140
2016.0	430637	27		8.61244	0.0	1.0	0.0	3133
2014.0	430640	363	265.0	12.156324	0.0	0.0	0.0	29861
2016.0	430640	405	330.0	13.420817	0.0	1.0	0.0	30472
2014.0	430642	27	13.0	12.385321	0.0	0.0	0.0	2180
2016.0	430642	28	20.0	12.909175	0.0	1.0	0.0	2166
2014.0	430645	26	17.0	7.62687	0.0	0.0	0.0	3409
2016.0	430645	28	24.0	8.194323	0.0	1.0	0.0	3424
2014.0	430650	163	85.0	10.791843	0.0	0.0	0.0	15104
2016.0	430650	138	68.0	9.100501	0.0	1.0	0.0	15224
2014.0	430655	19	12.0	7.243614	0.0	0.0	0.0	2623
2016.0	430655	21	15.0	8.012209	0.0	1.0	0.0	2618
2014.0	430660	466	305.0	11.673639	0.0	0.0	0.0	39919
2016.0	430660	443	306.0	11.106654	0.0	1.0	0.0	39853
2014.0	430670	33	18.0	9.708738	0.0	0.0	0.0	3399
2016.0	430670	38	30.0	11.272619	0.0	1.0	0.0	3352
2014.0	430673	42	35.0	8.001524	0.0	0.0	0.0	5249
2016.0	430673	39	31.0	7.498558	0.0	1.0	0.0	5154
2014.0	430675	15	8.0	7.218479	0.0	0.0	0.0	2078
2016.0	430675	14	11.0	6.7372475	0.0	1.0	0.0	2074
2014.0	430676	593	451.0	15.870467	0.0	0.0	0.0	37365
2016.0	430676	578	432.0	15.293838	0.0	1.0	0.0	38199
2014.0	430680	274	209.0	12.597122	0.0	0.0	0.0	21751
2016.0	430680	264	216.0	12.063057	0.0	1.0	0.0	22009
2014.0	430690	268	165.0	10.449565	0.0	0.0	0.0	25647
2016.0	430690	296	206.0	11.506317	0.0	1.0	0.0	25801
2014.0	430692	21	10.0	14.736842	0.0	0.0	0.0	1425
2016.0	430692	25	12.0	17.934002	0.0	1.0	0.0	1367
2014.0	430693	100	79.0	11.026574	0.0	0.0	0.0	9069
2016.0	430693	100	83.0	11.061947	0.0	1.0	0.0	9008
2014.0	430695	40	26.0	12.953368	0.0	0.0	0.0	3088
2016.0	430695	30	25.0	9.765625	0.0	1.0	0.0	3052
2014.0	430697	55	31.0	17.956251	0.0	0.0	0.0	3063
2016.0	430697	41	25.0	13.389941	0.0	1.0	0.0	3065
2014.0	430700	1353	1125.0	13.296644	0.0	0.0	0.0	101755
2016.0	430700	1321	1200.0	12.9077015	0.0	1.0	0.0	102906
2014.0	430705	40	26.0	12.488293	0.0	0.0	0.0	3203
2016.0	430705	32	30.0	9.975062	0.0	1.0	0.0	3211
2014.0	430710	71	45.0	10.189438	0.0	0.0	0.0	6968
2016.0	430710	68	53.0	9.7519	0.0	1.0	0.0	6978
2014.0	430720	63	37.0	12.057416	0.0	0.0	0.0	5225
2016.0	430720	51	35.0	9.790747	0.0	1.0	0.0	5188
2014.0	430730	79	40.0	10.085536	0.0	0.0	0.0	7833
2016.0	430730	91	69.0	11.702675	0.0	1.0	0.0	7715
2014.0	430740	42	27.0	12.765958	0.0	0.0	0.0	3290
2016.0	430740	33	19.0	9.987893	0.0	1.0	0.0	3307
2014.0	430745	40	28.0	12.251148	0.0	0.0	0.0	3265
2016.0	430745	27	23.0	8.315368	0.0	1.0	0.0	3224
2014.0	430750	186	162.0	11.775879	0.0	0.0	0.0	15795
2016.0	430750	185	168.0	11.702935	0.0	1.0	0.0	15826
2014.0	430755	67	54.0	10.85196	0.0	0.0	0.0	6174
2016.0	430755	67	52.0	10.860755	0.0	1.0	0.0	6165
2014.0	430760	644	520.0	14.004567	0.0	0.0	0.0	45985
2016.0	430760	651	562.0	14.016579	0.0	1.0	0.0	46877
2014.0	430770	1071	845.0	12.77357	0.0	0.0	0.0	83845
2016.0	430770	1086	934.0	12.931497	0.0	1.0	0.0	84114
2014.0	430780	420	311.0	12.908381	0.0	0.0	0.0	32537
2016.0	430780	413	329.0	12.611842	0.0	1.0	0.0	32950
2014.0	430781	33	20.0	8.816458	0.0	0.0	0.0	3743
2016.0	430781	33	20.0	8.814102	0.0	1.0	0.0	3744
2014.0	430783	26	16.0	9.396459	0.0	0.0	0.0	2767
2016.0	430783	20	17.0	7.29927	0.0	1.0	0.0	2721
2014.0	430786	24	21.0	8.892182	0.0	0.0	0.0	2699
2016.0	430786	23	21.0	8.4964905	0.0	1.0	0.0	2716
2014.0	430790	906	671.0	13.318046	0.0	0.0	0.0	68028
2016.0	430790	811	722.0	11.828537	0.0	1.0	0.0	69066
2014.0	430800	52	34.0	7.5680394	0.0	0.0	0.0	6871
2016.0	430800	63	43.0	9.167637	0.0	1.0	0.0	6868
2014.0	430805	28	12.0	10.890704	0.0	0.0	0.0	2571
2016.0	430805	15	8.0	5.8731403	0.0	1.0	0.0	2538
2014.0	430807	63	37.0	15.570934	0.0	0.0	0.0	4046
2016.0	430807	61	51.0	14.899854	0.0	1.0	0.0	4148
2014.0	430810	159	115.0	12.16992	0.0	0.0	0.0	13065
2016.0	430810	151	133.0	11.4881315	0.0	1.0	0.0	13208
2014.0	430820	372	250.0	12.8395405	0.0	0.0	0.0	28973
2016.0	430820	350	320.0	11.987944	0.0	1.0	0.0	29405
2014.0	430825	7	3.0	3.494758	0.0	0.0	0.0	2003
2016.0	430825	17	11.0	8.538423	0.0	1.0	0.0	1972
2014.0	430830	124	65.0	11.358432	0.0	0.0	0.0	10917
2016.0	430830	97	65.0	8.908891	0.0	1.0	0.0	10861
2014.0	430840	56	43.0	7.86959	0.0	0.0	0.0	7116
2016.0	430840	73	60.0	10.288936	0.0	1.0	0.0	7074
2014.0	430843	17	11.0	6.716713	0.0	0.0	0.0	2531
2016.0	430843	22	19.0	8.699091	0.0	1.0	0.0	2523
2014.0	430845	55	40.0	11.871358	0.0	0.0	0.0	4633
2016.0	430845	49	44.0	10.6037655	0.0	1.0	0.0	4603
2014.0	430850	408	350.0	13.417521	0.0	0.0	0.0	30408
2016.0	430850	397	333.0	12.992538	0.0	1.0	0.0	30699
2014.0	430860	366	304.0	11.137145	0.0	0.0	0.0	32863
2016.0	430860	417	368.0	12.58678	0.0	1.0	0.0	33384
2014.0	430865	28	21.0	8.641975	0.0	0.0	0.0	3240
2016.0	430865	18	12.0	5.590062	0.0	1.0	0.0	3200
2014.0	430870	50	33.0	8.418925	0.0	0.0	0.0	5939
2016.0	430870	52	47.0	8.789722	0.0	1.0	0.0	5897
2014.0	430880	86	52.0	9.9066925	0.0	0.0	0.0	8681
2016.0	430880	82	64.0	9.461175	0.0	1.0	0.0	8668
2014.0	430885	22	11.0	12.850468	0.0	0.0	0.0	1712
2016.0	430885	34	28.0	19.859814	0.0	1.0	0.0	1708
2014.0	430890	187	151.0	11.23393	0.0	0.0	0.0	16646
2016.0	430890	210	180.0	12.6156435	0.0	1.0	0.0	16648
2014.0	430900	193	152.0	11.17739	0.0	0.0	0.0	17267
2016.0	430900	200	163.0	11.628583	0.0	1.0	0.0	17132
2014.0	430905	76	62.0	10.212309	0.0	0.0	0.0	7442
2016.0	430905	94	66.0	12.501662	0.0	1.0	0.0	7588
2014.0	430910	536	448.0	15.596357	0.0	0.0	0.0	34367
2016.0	430910	553	508.0	15.979888	0.0	1.0	0.0	34832
2014.0	430912	28	13.0	12.269938	0.0	0.0	0.0	2282
2016.0	430912	34	21.0	14.984574	0.0	1.0	0.0	2258
2014.0	430915	34	18.0	8.101025	0.0	0.0	0.0	4197
2016.0	430915	37	21.0	8.776091	0.0	1.0	0.0	4232
2014.0	430920	3588	2977.0	13.255015	0.0	0.0	0.0	270690
2016.0	430920	3590	3022.0	13.18607	0.0	1.0	0.0	273742
2014.0	430925	18	16.0	11.09741	0.0	0.0	0.0	1622
2016.0	430925	13	11.0	8.0545225	0.0	1.0	0.0	1606
2014.0	430930	1317	1102.0	13.321869	0.0	0.0	0.0	98860
2016.0	430930	1364	1161.0	13.774021	0.0	1.0	0.0	99186
2014.0	430940	307	267.0	12.615574	0.0	0.0	0.0	24335
2016.0	430940	312	283.0	12.729498	0.0	1.0	0.0	24677
2014.0	430950	80	58.0	9.770395	0.0	0.0	0.0	8188
2016.0	430950	89	66.0	10.924267	0.0	1.0	0.0	8114
2014.0	430955	43	34.0	9.429825	0.0	0.0	0.0	4560
2016.0	430955	63	51.0	13.719512	0.0	1.0	0.0	4630
2014.0	430957	35	21.0	11.430438	0.0	0.0	0.0	3062
2016.0	430957	39	25.0	12.724307	0.0	1.0	0.0	3067
2014.0	430960	221	196.0	11.524822	0.0	0.0	0.0	19176
2016.0	430960	217	203.0	11.2832775	0.0	1.0	0.0	19286
2014.0	430965	78	61.0	12.1193285	0.0	0.0	0.0	6436
2016.0	430965	85	63.0	13.117284	0.0	1.0	0.0	6521
2014.0	430970	38	29.0	7.5682135	0.0	0.0	0.0	5021
2016.0	430970	41	37.0	8.188536	0.0	1.0	0.0	4998
2014.0	430975	39	24.0	8.635961	0.0	0.0	0.0	4516
2016.0	430975	57	36.0	12.621789	0.0	1.0	0.0	4518
2014.0	430980	37	28.0	7.635163	0.0	0.0	0.0	4846
2016.0	430980	32	27.0	6.603384	0.0	1.0	0.0	4847
2014.0	430990	73	40.0	9.821068	0.0	0.0	0.0	7433
2016.0	430990	70	50.0	9.408602	0.0	1.0	0.0	7449
2014.0	430995	34	20.0	8.169149	0.0	0.0	0.0	4162
2016.0	430995	33	27.0	7.925072	0.0	1.0	0.0	4159
2014.0	431000	257	235.0	12.734751	0.0	0.0	0.0	20181
2016.0	431000	226	209.0	11.167111	0.0	1.0	0.0	20300
2014.0	431010	470	302.0	13.809314	0.0	0.0	0.0	34035
2016.0	431010	487	338.0	14.182951	0.0	1.0	0.0	34630
2014.0	431020	1107	885.0	13.40843	0.0	0.0	0.0	82560
2016.0	431020	1210	1031.0	14.607705	0.0	1.0	0.0	83089
2014.0	431030	34	17.0	8.068343	0.0	0.0	0.0	4214
2016.0	431030	46	38.0	10.928962	0.0	1.0	0.0	4205
2014.0	431033	283	213.0	14.381543	0.0	0.0	0.0	19678
2016.0	431033	276	218.0	13.8048315	0.0	1.0	0.0	20294
2014.0	431036	20	17.0	6.3694267	0.0	0.0	0.0	3140
2016.0	431036	16	15.0	5.0874405	0.0	1.0	0.0	3152
2014.0	431040	78	62.0	11.667913	0.0	0.0	0.0	6685
2016.0	431040	70	60.0	10.518407	0.0	1.0	0.0	6625
2014.0	431041	35	25.0	15.079707	0.0	0.0	0.0	2321
2016.0	431041	25	17.0	10.775862	0.0	1.0	0.0	2315
2014.0	431043	50	27.0	7.8431373	0.0	0.0	0.0	6375
2016.0	431043	58	46.0	9.048362	0.0	1.0	0.0	6448
2014.0	431046	17	15.0	8.555612	0.0	0.0	0.0	1987
2016.0	431046	14	14.0	7.0671377	0.0	1.0	0.0	1978
2014.0	431050	121	69.0	14.98452	0.0	0.0	0.0	8075
2016.0	431050	95	63.0	11.842433	0.0	1.0	0.0	7969
2014.0	431053	70	51.0	13.200075	0.0	0.0	0.0	5303
2016.0	431053	52	44.0	9.757928	0.0	1.0	0.0	5357
2014.0	431055	29	22.0	8.162116	0.0	0.0	0.0	3553
2016.0	431055	31	25.0	8.732394	0.0	1.0	0.0	3552
2014.0	431057	16	8.0	6.84053	0.0	0.0	0.0	2339
2016.0	431057	16	10.0	6.8935804	0.0	1.0	0.0	2309
2014.0	431060	530	394.0	13.544595	0.0	0.0	0.0	39130
2016.0	431060	561	486.0	14.35113	0.0	1.0	0.0	39049
2014.0	431065	30	27.0	11.489851	0.0	0.0	0.0	2611
2016.0	431065	33	24.0	12.67768	0.0	1.0	0.0	2592
2014.0	431070	38	24.0	9.382716	0.0	0.0	0.0	4050
2016.0	431070	29	28.0	7.2627096	0.0	1.0	0.0	3944
2014.0	431075	13		6.0493255	0.0	0.0	0.0	2149
2016.0	431075	13	10.0	6.0832944	0.0	1.0	0.0	2118
2014.0	431080	278	231.0	12.7869005	0.0	0.0	0.0	21741
2016.0	431080	285	262.0	12.94866	0.0	1.0	0.0	22270
2014.0	431085	41	25.0	9.917755	0.0	0.0	0.0	4134
2016.0	431085	27	22.0	6.561361	0.0	1.0	0.0	4099
2014.0	431087	22	11.0	8.352316	0.0	0.0	0.0	2634
2016.0	431087	15	14.0	5.6732225	0.0	1.0	0.0	2656
